Crop,Year,Month,Price
Rice,2018,November,149.3
Safflower,2018,November,150.5
Sesamum,2018,November,160.8
Soya oil,2018,November,111.8
Soybean,2018,November,141.6
Sugarcane,2018,November,169.5
Sunflower,2018,November,117.5
Sunflower oil,2018,November,110.3
Tobacco,2018,November,113.6
Tomato,2018,November,144.1
Tur,2018,November,114.0
Urad,2018,November,118.6
Wheat,2018,November,152.2
Wheat Atta,2018,November,152.1
Bajra,2019,November,188.4
Barley,2019,November,174.9
Castorseed,2019,November,104.2
Cotton,2019,November,109.6
Cotton (Meal/Cake),2019,November,168.4
Cotton Oil,2019,November,113.9
Gram,2019,November,148.3
Groundnut,2019,November,140.6
Groundnut Oil,2019,November,120.1
Jowar,2019,November,165.0
Jute,2019,November,204.1
Lentil,2019,November,140.5
Linseed,2019,November,163.5
Maize,2019,November,172.4
Mesta,2019,November,133.3
Moong,2019,November,146.7
Nigerseed,2019,November,175.4
Onion,2019,November,478.7
Paddy,2019,November,162.1
Palm oil,2019,November,115.8
Peas,2019,November,202.4
Potato,2019,November,206.3
Ragi,2019,November,220.9
Rajma,2019,November,142.5
Rapeseed & Mustard,2019,November,146.5
Rapeseed & Mustard (Meal/Cake),2019,November,206.7
Rapeseed & Mustard Oil,2019,November,129.2
Rice,2019,November,156.5
Safflower,2019,November,196.0
Sesamum,2019,November,178.8
Soya oil,2019,November,113.7
Soybean,2019,November,161.8
Sugarcane,2019,November,169.5
Sunflower,2019,November,121.5
Sunflower oil,2019,November,113.2
Tobacco,2019,November,113.6
Tomato,2019,November,302.7
Tur,2019,November,153.6
Urad,2019,November,162.1
Wheat,2019,November,164.5
Wheat Atta,2019,November,158.7
Bajra,2020,November,154.2
Barley,2020,November,149.4
Castorseed,2020,November,109.6
Cotton,2020,November,105.4
Cotton (Meal/Cake),2020,November,159.0
Cotton Oil,2020,November,136.0
Gram,2020,November,164.3
Groundnut,2020,November,146.3
Groundnut Oil,2020,November,145.2
Jowar,2020,November,155.2
Jute,2020,November,252.5
Lentil,2020,November,166.3
Linseed,2020,November,175.0
Maize,2020,November,139.8
Mesta,2020,November,133.9
Moong,2020,November,165.1
Nigerseed,2020,November,216.6
Onion,2020,November,442.3
Paddy,2020,November,163.1
Palm oil,2020,November,151.2
Peas,2020,November,230.2
Potato,2020,November,491.1
Ragi,2020,November,228.4
Rajma,2020,November,155.6
Rapeseed & Mustard,2020,November,171.9
Rapeseed & Mustard (Meal/Cake),2020,November,220.8
Rapeseed & Mustard Oil,2020,November,169.5
Rice,2020,November,152.9
Safflower,2020,November,163.4
Sesamum,2020,November,171.3
Soya oil,2020,November,137.7
Soybean,2020,November,174.6
Sugarcane,2020,November,189.4
Sunflower,2020,November,125.7
Sunflower oil,2020,November,138.0
Tobacco,2020,November,113.6
Tomato,2020,November,339.6
Tur,2020,November,174.5
Urad,2020,November,188.1
Wheat,2020,November,147.9
Wheat Atta,2020,November,141.9
Bajra,2021,November,172.6
Barley,2021,November,174.8
Castorseed,2021,November,129.4
Cotton,2021,November,147.9
Cotton (Meal/Cake),2021,November,184.0
Cotton Oil,2021,November,160.7
Gram,2021,November,168.8
Groundnut,2021,November,163.6
Groundnut Oil,2021,November,156.0
Jowar,2021,November,135.4
Jute,2021,November,284.0
Lentil,2021,November,203.4
Linseed,2021,November,246.4
Maize,2021,November,150.4
Mesta,2021,November,181.1
Moong,2021,November,164.7
Nigerseed,2021,November,252.9
Onion,2021,November,290.2
Paddy,2021,November,162.8
Palm oil,2021,November,191.9
Peas,2021,November,237.0
Potato,2021,November,254.5
Ragi,2021,November,229.3
Rajma,2021,November,227.2
Rapeseed & Mustard,2021,November,225.1
Rapeseed & Mustard (Meal/Cake),2021,November,261.1
Rapeseed & Mustard Oil,2021,November,235.2
Rice,2021,November,153.0
Safflower,2021,November,203.9
Sesamum,2021,November,187.4
Soya oil,2021,November,174.8
Soybean,2021,November,234.6
Sugarcane,2021,November,199.8
Sunflower,2021,November,163.8
Sunflower oil,2021,November,153.4
Tobacco,2021,November,113.6
Tomato,2021,November,560.9
Tur,2021,November,176.2
Urad,2021,November,179.7
Wheat,2021,November,162.9
Wheat Atta,2021,November,154.2
Bajra,2022,November,209.7
Barley,2022,November,238.6
Castorseed,2022,November,138.8
Cotton,2022,November,183.0
Cotton (Meal/Cake),2022,November,197.5
Cotton Oil,2022,November,170.0
Gram,2022,November,161.2
Groundnut,2022,November,176.6
Groundnut Oil,2022,November,174.0
Jowar,2022,November,183.6
Jute,2022,November,259.5
Lentil,2022,November,202.1
Linseed,2022,November,239.8
Maize,2022,November,182.4
Mesta,2022,November,212.8
Moong,2022,November,165.7
Nigerseed,2022,November,244.8
Onion,2022,November,234.2
Paddy,2022,November,173.3
Palm oil,2022,November,170.0
Peas,2022,November,223.1
Potato,2022,November,289.5
Ragi,2022,November,208.6
Rajma,2022,November,246.3
Rapeseed & Mustard,2022,November,201.9
Rapeseed & Mustard (Meal/Cake),2022,November,196.0
Rapeseed & Mustard Oil,2022,November,203.5
Rice,2022,November,169.9
Safflower,2022,November,208.5
Sesamum,2022,November,189.1
Soya oil,2022,November,181.4
Soybean,2022,November,235.2
Sugarcane,2022,November,210.1
Sunflower,2022,November,171.4
Sunflower oil,2022,November,166.9
Tobacco,2022,November,113.6
Tomato,2022,November,266.6
Tur,2022,November,193.7
Urad,2022,November,186.2
Wheat,2022,November,192.4
Wheat Atta,2022,November,188.6
Bajra,2023,November,238.5
Barley,2023,November,196.2
Castorseed,2023,November,112.0
Cotton,2023,November,158.1
Cotton (Meal/Cake),2023,November,192.0
Cotton Oil,2023,November,122.0
Gram,2023,November,195.7
Groundnut,2023,November,197.7
Groundnut Oil,2023,November,174.3
Jowar,2023,November,232.2
Jute,2023,November,229.9
Lentil,2023,November,193.1
Linseed,2023,November,179.0
Maize,2023,November,183.5
Mesta,2023,November,175.9
Moong,2023,November,202.0
Nigerseed,2023,November,282.5
Onion,2023,November,471.3
Paddy,2023,November,191.4
Palm oil,2023,November,145.5
Peas,2023,November,235.8
Potato,2023,November,210.7
Ragi,2023,November,269.5
Rajma,2023,November,244.2
Rapeseed & Mustard,2023,November,167.1
Rapeseed & Mustard (Meal/Cake),2023,November,233.5
Rapeseed & Mustard Oil,2023,November,159.4
Rice,2023,November,184.3
Safflower,2023,November,174.7
Sesamum,2023,November,232.8
Soya oil,2023,November,130.2
Soybean,2023,November,214.5
Sugarcane,2023,November,217.0
Sunflower,2023,November,140.1
Sunflower oil,2023,November,125.9
Tobacco,2023,November,113.6
Tomato,2023,November,330.7
Tur,2023,November,273.5
Urad,2023,November,217.1
Wheat,2023,November,197.3
Wheat Atta,2023,November,190.7
Bajra,2024,November,253.6
Barley,2024,November,227.3
Castorseed,2024,November,121.5
Cotton,2024,November,149.0
Cotton (Meal/Cake),2024,November,199.6
Cotton Oil,2024,November,146.7
Gram,2024,November,226.8
Groundnut,2024,November,177.7
Groundnut Oil,2024,November,167.1
Jowar,2024,November,204.1
Jute,2024,November,251.4
Lentil,2024,November,190.0
Linseed,2024,November,201.0
Maize,2024,November,213.3
Mesta,2024,November,171.4
Moong,2024,November,187.3
Nigerseed,2024,November,307.4
Onion,2024,November,504.5
Paddy,2024,November,205.9
Palm oil,2024,November,198.3
Peas,2024,November,241.1
Potato,2024,November,384.4
Ragi,2024,November,312.4
Rajma,2024,November,236.2
Rapeseed & Mustard,2024,November,191.8
Rapeseed & Mustard (Meal/Cake),2024,November,202.4
Rapeseed & Mustard Oil,2024,November,195.7
Rice,2024,November,193.3
Safflower,2024,November,195.6
Sesamum,2024,November,221.9
Soya oil,2024,November,167.0
Soybean,2024,November,199.0
Sugarcane,2024,November,234.2
Sunflower,2024,November,140.2
Sunflower oil,2024,November,155.1
Tobacco,2024,November,113.6
Tomato,2024,November,425.8
Tur,2024,November,286.7
Urad,2024,November,217.6
Wheat,2024,November,214.1
Wheat Atta,2024,November,212.5
Bajra,2012,December,127.7
Barley,2012,December,119.0
Castorseed,2012,December,87.1
Cotton,2012,December,92.5
Cotton (Meal/Cake),2012,December,113.6
Cotton Oil,2012,December,104.8
Gram,2012,December,139.4
Groundnut,2012,December,125.8
Groundnut Oil,2012,December,127.2
Jowar,2012,December,95.0
Jute,2012,December,106.5
Lentil,2012,December,117.4
Linseed,2012,December,133.7
Maize,2012,December,121.2
Mesta,2012,December,108.9
Moong,2012,December,115.4
Nigerseed,2012,December,112.5
Onion,2012,December,161.6
Paddy,2012,December,115.9
Palm oil,2012,December,92.1
Peas,2012,December,124.8
Potato,2012,December,147.9
Ragi,2012,December,162.1
Rajma,2012,December,148.4
Rapeseed & Mustard,2012,December,141.2
Rapeseed & Mustard (Meal/Cake),2012,December,178.3
Rapeseed & Mustard Oil,2012,December,118.5
Rice,2012,December,113.5
Safflower,2012,December,114.8
Sesamum,2012,December,149.7
Soya oil,2012,December,110.8
Soybean,2012,December,142.6
Sugarcane,2012,December,104.9
Sunflower,2012,December,116.0
Sunflower oil,2012,December,106.2
Tobacco,2012,December,104.0
Tomato,2012,December,86.6
Tur,2012,December,110.2
Urad,2012,December,97.2
Wheat,2012,December,121.7
Wheat Atta,2012,December,125.7
Bajra,2013,December,131.1
Barley,2013,December,123.3
Castorseed,2013,December,96.6
Cotton,2013,December,105.0
Cotton (Meal/Cake),2013,December,116.0
Cotton Oil,2013,December,102.0
Gram,2013,December,107.3
Groundnut,2013,December,100.4
Groundnut Oil,2013,December,95.2
Jowar,2013,December,100.8
Jute,2013,December,124.9
Lentil,2013,December,135.6
Linseed,2013,December,126.2
Maize,2013,December,123.0
Mesta,2013,December,119.5
Moong,2013,December,126.7
Nigerseed,2013,December,116.6
Onion,2013,December,210.1
Paddy,2013,December,130.6
Palm oil,2013,December,109.4
Peas,2013,December,131.9
Potato,2013,December,213.8
Ragi,2013,December,164.3
Rajma,2013,December,185.8
Rapeseed & Mustard,2013,December,122.7
Rapeseed & Mustard (Meal/Cake),2013,December,152.8
Rapeseed & Mustard Oil,2013,December,109.1
Rice,2013,December,124.8
Safflower,2013,December,112.1
Sesamum,2013,December,164.5
Soya oil,2013,December,105.8
Soybean,2013,December,160.1
Sugarcane,2013,December,124.3
Sunflower,2013,December,114.5
Sunflower oil,2013,December,103.7
Tobacco,2013,December,108.5
Tomato,2013,December,151.0
Tur,2013,December,118.4
Urad,2013,December,103.7
Wheat,2013,December,128.6
Wheat Atta,2013,December,130.1
Bajra,2014,December,123.9
Barley,2014,December,131.0
Castorseed,2014,December,100.6
Cotton,2014,December,89.5
Cotton (Meal/Cake),2014,December,117.5
Cotton Oil,2014,December,91.2
Gram,2014,December,102.6
Groundnut,2014,December,105.0
Groundnut Oil,2014,December,93.8
Jowar,2014,December,110.3
Jute,2014,December,137.1
Lentil,2014,December,157.5
Linseed,2014,December,128.2
Maize,2014,December,113.7
Mesta,2014,December,128.1
Moong,2014,December,153.9
Nigerseed,2014,December,125.7
Onion,2014,December,208.7
Paddy,2014,December,134.6
Palm oil,2014,December,94.9
Peas,2014,December,119.1
Potato,2014,December,201.1
Ragi,2014,December,160.6
Rajma,2014,December,157.7
Rapeseed & Mustard,2014,December,129.1
Rapeseed & Mustard (Meal/Cake),2014,December,168.9
Rapeseed & Mustard Oil,2014,December,113.2
Rice,2014,December,129.8
Safflower,2014,December,93.4
Sesamum,2014,December,127.6
Soya oil,2014,December,98.3
Soybean,2014,December,140.8
Sugarcane,2014,December,124.3
Sunflower,2014,December,107.2
Sunflower oil,2014,December,93.6
Tobacco,2014,December,113.6
Tomato,2014,December,147.2
Tur,2014,December,128.2
Urad,2014,December,124.7
Wheat,2014,December,125.8
Wheat Atta,2014,December,132.0
Bajra,2015,December,139.2
Barley,2015,December,136.1
Castorseed,2015,December,89.0
Cotton,2015,December,89.4
Cotton (Meal/Cake),2015,December,145.1
Cotton Oil,2015,December,97.4
Gram,2015,December,153.8
Groundnut,2015,December,126.0
Groundnut Oil,2015,December,108.8
Jowar,2015,December,119.2
Jute,2015,December,204.5
Lentil,2015,December,195.5
Linseed,2015,December,137.5
Maize,2015,December,129.2
Mesta,2015,December,158.0
Moong,2015,December,168.8
Nigerseed,2015,December,251.3
Onion,2015,December,209.5
Paddy,2015,December,135.4
Palm oil,2015,December,89.7
Peas,2015,December,122.8
Potato,2015,December,137.2
Ragi,2015,December,158.1
Rajma,2015,December,155.0
Rapeseed & Mustard,2015,December,161.3
Rapeseed & Mustard (Meal/Cake),2015,December,252.1
Rapeseed & Mustard Oil,2015,December,130.3
Rice,2015,December,131.3
Safflower,2015,December,106.4
Sesamum,2015,December,108.0
Soya oil,2015,December,100.5
Soybean,2015,December,152.2
Sugarcane,2015,December,150.3
Sunflower,2015,December,119.7
Sunflower oil,2015,December,104.7
Tobacco,2015,December,113.6
Tomato,2015,December,211.3
Tur,2015,December,222.8
Urad,2015,December,203.4
Wheat,2015,December,131.9
Wheat Atta,2015,December,129.9
Bajra,2016,December,154.7
Barley,2016,December,161.2
Castorseed,2016,December,85.7
Cotton,2016,December,103.6
Cotton (Meal/Cake),2016,December,157.1
Cotton Oil,2016,December,103.6
Gram,2016,December,270.3
Groundnut,2016,December,131.5
Groundnut Oil,2016,December,115.1
Jowar,2016,December,127.8
Jute,2016,December,190.2
Lentil,2016,December,169.6
Linseed,2016,December,174.1
Maize,2016,December,134.0
Mesta,2016,December,147.4
Moong,2016,December,122.7
Nigerseed,2016,December,199.7
Onion,2016,December,122.2
Paddy,2016,December,144.2
Palm oil,2016,December,106.4
Peas,2016,December,134.7
Potato,2016,December,128.5
Ragi,2016,December,228.6
Rajma,2016,December,166.1
Rapeseed & Mustard,2016,December,151.2
Rapeseed & Mustard (Meal/Cake),2016,December,239.0
Rapeseed & Mustard Oil,2016,December,127.6
Rice,2016,December,146.2
Safflower,2016,December,113.9
Sesamum,2016,December,117.3
Soya oil,2016,December,107.8
Soybean,2016,December,128.9
Sugarcane,2016,December,167.6
Sunflower,2016,December,109.4
Sunflower oil,2016,December,106.8
Tobacco,2016,December,113.6
Tomato,2016,December,95.3
Tur,2016,December,166.0
Urad,2016,December,178.4
Wheat,2016,December,152.3
Wheat Atta,2016,December,153.2
Bajra,2017,December,133.9
Barley,2017,December,142.9
Castorseed,2017,December,103.4
Cotton,2017,December,107.6
Cotton (Meal/Cake),2017,December,140.0
Cotton Oil,2017,December,102.9
Gram,2017,December,152.9
Groundnut,2017,December,113.9
Groundnut Oil,2017,December,105.6
Jowar,2017,December,121.3
Jute,2017,December,154.4
Lentil,2017,December,130.3
Linseed,2017,December,154.5
Maize,2017,December,117.9
Mesta,2017,December,113.6
Moong,2017,December,110.7
Nigerseed,2017,December,203.0
Onion,2017,December,363.0
Paddy,2017,December,148.8
Palm oil,2017,December,110.8
Peas,2017,December,137.8
Potato,2017,December,117.7
Ragi,2017,December,217.6
Rajma,2017,December,144.9
Rapeseed & Mustard,2017,December,138.2
Rapeseed & Mustard (Meal/Cake),2017,December,181.6
Rapeseed & Mustard Oil,2017,December,120.9
Rice,2017,December,152.0
Safflower,2017,December,133.2
Sesamum,2017,December,128.3
Soya oil,2017,December,106.1
Soybean,2017,December,125.3
Sugarcane,2017,December,169.5
Sunflower,2017,December,100.2
Sunflower oil,2017,December,105.0
Tobacco,2017,December,113.6
Tomato,2017,December,224.5
Tur,2017,December,112.6
Urad,2017,December,121.0
Wheat,2017,December,139.4
Wheat Atta,2017,December,140.6
Bajra,2018,December,165.1
Barley,2018,December,154.8
Castorseed,2018,December,123.8
Cotton,2018,December,119.3
Cotton (Meal/Cake),2018,December,154.1
Cotton Oil,2018,December,105.5
Gram,2018,December,146.7
Groundnut,2018,December,122.6
Groundnut Oil,2018,December,112.5
Jowar,2018,December,142.3
Jute,2018,December,189.3
Lentil,2018,December,124.6
Linseed,2018,December,150.3
Maize,2018,December,139.2
Mesta,2018,December,128.1
Moong,2018,December,123.0
Nigerseed,2018,December,141.1
Onion,2018,December,131.3
Paddy,2018,December,155.7
Palm oil,2018,December,109.2
Peas,2018,December,189.9
Potato,2018,December,167.0
Ragi,2018,December,212.9
Rajma,2018,December,134.8
Rapeseed & Mustard,2018,December,145.7
Rapeseed & Mustard (Meal/Cake),2018,December,191.9
Rapeseed & Mustard Oil,2018,December,126.1
Rice,2018,December,149.4
Safflower,2018,December,155.5
Sesamum,2018,December,168.8
Soya oil,2018,December,111.1
Soybean,2018,December,143.9
Sugarcane,2018,December,169.5
Sunflower,2018,December,118.2
Sunflower oil,2018,December,110.0
Tobacco,2018,December,113.6
Tomato,2018,December,139.7
Tur,2018,December,123.9
Urad,2018,December,123.3
Wheat,2018,December,152.8
Wheat Atta,2018,December,154.0
Bajra,2019,December,194.7
Barley,2019,December,176.8
Castorseed,2019,December,102.1
Cotton,2019,December,108.9
Cotton (Meal/Cake),2019,December,159.3
Cotton Oil,2019,December,118.6
Gram,2019,December,146.3
Groundnut,2019,December,137.3
Groundnut Oil,2019,December,127.0
Jowar,2019,December,173.2
Jute,2019,December,203.4
Lentil,2019,December,143.2
Linseed,2019,December,167.2
Maize,2019,December,175.6
Mesta,2019,December,136.6
Moong,2019,December,149.6
Nigerseed,2019,December,169.4
Onion,2019,December,729.8
Paddy,2019,December,162.0
Palm oil,2019,December,127.3
Peas,2019,December,177.4
Potato,2019,December,250.6
Ragi,2019,December,213.5
Rajma,2019,December,141.3
Rapeseed & Mustard,2019,December,150.1
Rapeseed & Mustard (Meal/Cake),2019,December,206.4
Rapeseed & Mustard Oil,2019,December,132.8
Rice,2019,December,155.2
Safflower,2019,December,196.3
Sesamum,2019,December,182.0
Soya oil,2019,December,117.6
Soybean,2019,December,172.5
Sugarcane,2019,December,169.5
Sunflower,2019,December,124.3
Sunflower oil,2019,December,116.0
Tobacco,2019,December,113.6
Tomato,2019,December,191.5
Tur,2019,December,154.6
Urad,2019,December,177.0
Wheat,2019,December,165.7
Wheat Atta,2019,December,159.1
Bajra,2020,December,150.0
Barley,2020,December,152.0
Castorseed,2020,December,107.4
Cotton,2020,December,107.9
Cotton (Meal/Cake),2020,December,159.1
Cotton Oil,2020,December,142.8
Gram,2020,December,159.8
Groundnut,2020,December,149.1
Groundnut Oil,2020,December,148.3
Jowar,2020,December,154.6
Jute,2020,December,253.1
Lentil,2020,December,163.8
Linseed,2020,December,178.8
Maize,2020,December,140.5
Mesta,2020,December,157.2
Moong,2020,December,168.5
Nigerseed,2020,December,205.2
Onion,2020,December,330.7
Paddy,2020,December,162.2
Palm oil,2020,December,161.2
Peas,2020,December,187.1
Potato,2020,December,364.4
Ragi,2020,December,230.1
Rajma,2020,December,167.4
Rapeseed & Mustard,2020,December,171.3
Rapeseed & Mustard (Meal/Cake),2020,December,221.0
Rapeseed & Mustard Oil,2020,December,172.3
Rice,2020,December,151.4
Safflower,2020,December,164.9
Sesamum,2020,December,175.0
Soya oil,2020,December,146.3
Soybean,2020,December,178.3
Sugarcane,2020,December,189.4
Sunflower,2020,December,127.0
Sunflower oil,2020,December,145.2
Tobacco,2020,December,113.6
Tomato,2020,December,268.5
Tur,2020,December,169.1
Urad,2020,December,191.0
Wheat,2020,December,147.3
Wheat Atta,2020,December,141.7
Bajra,2021,December,183.4
Barley,2021,December,179.9
Castorseed,2021,December,126.7
Cotton,2021,December,146.6
Cotton (Meal/Cake),2021,December,192.1
Cotton Oil,2021,December,156.0
Gram,2021,December,166.0
Groundnut,2021,December,165.3
Groundnut Oil,2021,December,153.1
Jowar,2021,December,136.4
Jute,2021,December,282.7
Lentil,2021,December,201.7
Linseed,2021,December,257.0
Maize,2021,December,154.2
Mesta,2021,December,183.2
Moong,2021,December,165.1
Nigerseed,2021,December,253.9
Onion,2021,December,267.6
Paddy,2021,December,162.6
Palm oil,2021,December,188.8
Peas,2021,December,199.2
Potato,2021,December,209.6
Ragi,2021,December,229.6
Rajma,2021,December,250.3
Rapeseed & Mustard,2021,December,222.8
Rapeseed & Mustard (Meal/Cake),2021,December,255.1
Rapeseed & Mustard Oil,2021,December,226.5
Rice,2021,December,152.7
Safflower,2021,December,206.4
Sesamum,2021,December,187.4
Soya oil,2021,December,170.2
Soybean,2021,December,258.1
Sugarcane,2021,December,199.8
Sunflower,2021,December,169.4
Sunflower oil,2021,December,152.2
Tobacco,2021,December,113.6
Tomato,2021,December,520.1
Tur,2021,December,176.5
Urad,2021,December,181.0
Wheat,2021,December,164.1
Wheat Atta,2021,December,154.3
Bajra,2022,December,219.2
Barley,2022,December,243.0
Castorseed,2022,December,136.5
Cotton,2022,December,178.9
Cotton (Meal/Cake),2022,December,194.0
Cotton Oil,2022,December,161.2
Gram,2022,December,162.9
Groundnut,2022,December,181.6
Groundnut Oil,2022,December,174.7
Jowar,2022,December,192.8
Jute,2022,December,257.5
Lentil,2022,December,199.8
Linseed,2022,December,228.1
Maize,2022,December,186.6
Mesta,2022,December,211.1
Moong,2022,December,168.2
Nigerseed,2022,December,248.2
Onion,2022,December,194.3
Paddy,2022,December,173.7
Palm oil,2022,December,163.0
Peas,2022,December,175.9
Potato,2022,December,251.7
Ragi,2022,December,213.3
Rajma,2022,December,237.8
Rapeseed & Mustard,2022,December,199.3
Rapeseed & Mustard (Meal/Cake),2022,December,199.0
Rapeseed & Mustard Oil,2022,December,196.5
Rice,2022,December,171.0
Safflower,2022,December,212.9
Sesamum,2022,December,191.8
Soya oil,2022,December,174.5
Soybean,2022,December,234.6
Sugarcane,2022,December,210.1
Sunflower,2022,December,165.1
Sunflower oil,2022,December,160.8
Tobacco,2022,December,113.6
Tomato,2022,December,181.8
Tur,2022,December,194.7
Urad,2022,December,190.0
Wheat,2022,December,198.2
Wheat Atta,2022,December,191.6
Bajra,2023,December,246.2
Barley,2023,December,197.7
Castorseed,2023,December,111.1
Cotton,2023,December,152.8
Cotton (Meal/Cake),2023,December,189.7
Cotton Oil,2023,December,120.3
Gram,2023,December,194.1
Groundnut,2023,December,200.7
Groundnut Oil,2023,December,172.3
Jowar,2023,December,241.1
Jute,2023,December,229.6
Lentil,2023,December,189.2
Linseed,2023,December,182.2
Maize,2023,December,188.0
Mesta,2023,December,179.4
Moong,2023,December,203.9
Nigerseed,2023,December,281.2
Onion,2023,December,372.6
Paddy,2023,December,192.0
Palm oil,2023,December,145.1
Peas,2023,December,184.3
Potato,2023,December,191.1
Ragi,2023,December,279.2
Rajma,2023,December,243.2
Rapeseed & Mustard,2023,December,165.3
Rapeseed & Mustard (Meal/Cake),2023,December,232.7
Rapeseed & Mustard Oil,2023,December,156.0
Rice,2023,December,184.4
Safflower,2023,December,186.0
Sesamum,2023,December,234.4
Soya oil,2023,December,127.1
Soybean,2023,December,213.3
Sugarcane,2023,December,217.0
Sunflower,2023,December,138.5
Sunflower oil,2023,December,124.8
Tobacco,2023,December,113.6
Tomato,2023,December,330.3
Tur,2023,December,267.9
Urad,2023,December,216.6
Wheat,2023,December,197.4
Wheat Atta,2023,December,189.3
Bajra,2024,December,255.1
Barley,2024,December,234.9
Castorseed,2024,December,118.5
Cotton,2024,December,148.2
Cotton (Meal/Cake),2024,December,189.9
Cotton Oil,2024,December,148.2
Gram,2024,December,221.4
Groundnut,2024,December,175.7
Groundnut Oil,2024,December,167.8
Jowar,2024,December,201.4
Jute,2024,December,257.6
Lentil,2024,December,187.4
Linseed,2024,December,198.2
Maize,2024,December,213.3
Mesta,2024,December,171.8
Moong,2024,December,186.0
Nigerseed,2024,December,307.7
Onion,2024,December,414.1
Paddy,2024,December,205.3
Palm oil,2024,December,202.2
Peas,2024,December,218.4
Potato,2024,December,366.7
Ragi,2024,December,317.2
Rajma,2024,December,229.5
Rapeseed & Mustard,2024,December,189.9
Rapeseed & Mustard (Meal/Cake),2024,December,196.8
Rapeseed & Mustard Oil,2024,December,194.8
Rice,2024,December,193.5
Safflower,2024,December,196.0
Sesamum,2024,December,213.5
Soya oil,2024,December,169.4
Soybean,2024,December,191.9
Sugarcane,2024,December,234.2
Sunflower,2024,December,142.6
Sunflower oil,2024,December,156.7
Tobacco,2024,December,113.6
Tomato,2024,December,346.4
Tur,2024,December,273.8
Urad,2024,December,212.9
Wheat,2024,December,215.8
Wheat Atta,2024,December,213.4
